repeat,Method,K,Candidate_Pool_Size,Positive_Targets,Hits,Precision,Recall,Enrichment_Factor,Random_Expected_Hits,Random_Precision
1,Network-degree logistic,10,25242,1184,10,1.0,0.008445945945945946,21.319256756756758,0.4690595040012677,0.046905950400126774
1,Network-degree logistic,20,25242,1184,16,0.8,0.013513513513513514,17.055405405405406,0.9381190080025354,0.046905950400126774
1,Network-degree logistic,50,25242,1184,38,0.76,0.03209459459459459,16.202635135135136,2.345297520006339,0.046905950400126774
1,Network-degree logistic,100,25242,1184,65,0.65,0.05489864864864865,13.857516891891892,4.690595040012678,0.046905950400126774
1,Network-degree logistic,200,25242,1184,111,0.555,0.09375,11.832187500000002,9.381190080025355,0.046905950400126774
1,Network-degree logistic,500,25242,1184,235,0.47,0.19847972972972974,10.020050675675675,23.45297520006339,0.046905950400126774
1,PPI-GAT + nnPU,10,25242,1184,2,0.2,0.0016891891891891893,4.263851351351351,0.4690595040012677,0.046905950400126774
1,PPI-GAT + nnPU,20,25242,1184,5,0.25,0.004222972972972973,5.3298141891891895,0.9381190080025354,0.046905950400126774
1,PPI-GAT + nnPU,50,25242,1184,11,0.22,0.009290540540540541,4.690236486486486,2.345297520006339,0.046905950400126774
1,PPI-GAT + nnPU,100,25242,1184,15,0.15,0.01266891891891892,3.1978885135135133,4.690595040012678,0.046905950400126774
1,PPI-GAT + nnPU,200,25242,1184,23,0.115,0.019425675675675675,2.4517145270270273,9.381190080025355,0.046905950400126774
1,PPI-GAT + nnPU,500,25242,1184,67,0.134,0.056587837837837836,2.8567804054054053,23.45297520006339,0.046905950400126774
1,PPI-GCN + nnPU,10,25242,1184,0,0.0,0.0,0.0,0.4690595040012677,0.046905950400126774
1,PPI-GCN + nnPU,20,25242,1184,1,0.05,0.0008445945945945946,1.0659628378378379,0.9381190080025354,0.046905950400126774
1,PPI-GCN + nnPU,50,25242,1184,3,0.06,0.002533783783783784,1.2791554054054053,2.345297520006339,0.046905950400126774
1,PPI-GCN + nnPU,100,25242,1184,11,0.11,0.009290540540540541,2.345118243243243,4.690595040012678,0.046905950400126774
1,PPI-GCN + nnPU,200,25242,1184,19,0.095,0.016047297297297296,2.025329391891892,9.381190080025355,0.046905950400126774
1,PPI-GCN + nnPU,500,25242,1184,39,0.078,0.032939189189189186,1.662902027027027,23.45297520006339,0.046905950400126774
1,PPI-GraphSAGE + nnPU,10,25242,1184,3,0.3,0.002533783783783784,6.395777027027027,0.4690595040012677,0.046905950400126774
1,PPI-GraphSAGE + nnPU,20,25242,1184,8,0.4,0.006756756756756757,8.527702702702703,0.9381190080025354,0.046905950400126774
1,PPI-GraphSAGE + nnPU,50,25242,1184,18,0.36,0.015202702702702704,7.674932432432432,2.345297520006339,0.046905950400126774
1,PPI-GraphSAGE + nnPU,100,25242,1184,34,0.34,0.028716216216216218,7.248547297297297,4.690595040012678,0.046905950400126774
1,PPI-GraphSAGE + nnPU,200,25242,1184,58,0.29,0.048986486486486486,6.182584459459459,9.381190080025355,0.046905950400126774
1,PPI-GraphSAGE + nnPU,500,25242,1184,125,0.25,0.10557432432432433,5.3298141891891895,23.45297520006339,0.046905950400126774
1,RWR (STRING graph),10,25242,1184,7,0.7,0.0059121621621621625,14.923479729729728,0.4690595040012677,0.046905950400126774
