Gene_Symbol,Score
RP11-750H9.5,0.028922375
AP001468.58,0.028921593
RP11-800A3.3,0.028921574
CTD-2588E21.1,0.02892004
RP11-50D9.3,0.028919091
RP11-863P13.4,0.028916687
MIR4300HG,0.0289155
PCDHA5,0.02891529
RP11-499F3.2,0.028915232
ZNF556,0.028915029
RP11-127B20.2,0.028912256
RP11-286N22.8,0.028911969
RP11-452L6.1,0.028910536
RP4-669P10.20,0.028909322
AP000355.2,0.028906345
RP11-378A13.2,0.028904716
LINC00261,0.02890262
KRTAP5-10,0.028901856
RP11-114H23.2,0.028900122
RP11-1026M7.2,0.028899644
AC002480.2,0.028896252
STK4-AS1,0.028894108
RP11-13N12.1,0.028893296
SPATA41,0.028891265
RP11-327F22.1,0.028889636
CROCC2,0.028888837
POT1-AS1,0.028885847
RP11-433J8.1,0.028885791
RP11-21K12.3,0.02888577
RP11-678G14.3,0.028885325
RP11-1143G9.5,0.028883392
LINC00518,0.02888335
C11ORF91,0.028882464
RP11-412B14.1,0.028879132
AP001058.3,0.0288777
AC084219.4,0.028877277
RP11-220I1.2,0.028876167
AC106900.6,0.028874446
IGLV4-69,0.028871495
PNMA5,0.028871398
RP1-101K10.6,0.02887066
RP11-327F22.5,0.028870452
RP11-33B1.3,0.02886708
C20ORF197,0.028864732
LINC01087,0.028863382
AC007773.2,0.028862422
LINC01479,0.028861511
FAM166A,0.02886127
RP11-63K6.7,0.028860873
DANT2,0.028859671
C10ORF105,0.028859604
RP11-298I3.4,0.028858567
RP11-737O24.5,0.028857324
TFAP2E,0.028855275
AC008440.10,0.02885511
RP11-530C5.1,0.028854584
RP4-539M6.19,0.02885282
C6ORF3,0.02885237
RP11-453A12.1,0.028851563
RP11-326C3.10,0.028851187
RP11-10N23.2,0.028850835
SEZ6,0.028850418
RP11-318C2.1,0.028849628
RP11-140I16.3,0.028849363
RP11-758P17.2,0.02884907
RP11-629B11.5,0.028848916
C11ORF65,0.028848246
LINC01474,0.028847942
TMPRSS5,0.028847653
WARS2-IT1,0.028847318
CTD-2033D15.1,0.02884462
AC010084.1,0.028843662
RP11-283C24.1,0.02884292
D21S2088E,0.02884225
RP11-326K13.4,0.028841335
ZNF695,0.028839067
RP11-112J3.15,0.02883774
RP11-605B16.1,0.028836757
RP1-111B22.3,0.028836647
RP11-18B16.2,0.028834399
FAM225B,0.02883393
AP001610.9,0.028833887
IGLV3-27,0.028832655
RP11-145M9.6,0.02883094
ZNF484,0.02883074
AC098828.2,0.028830301
CTD-2245E15.3,0.028830227
TEX13D,0.028828125
AB019440.50,0.02882729
RP11-201E8.1,0.028826365
AP001505.10,0.028825313
CTD-3194G12.1,0.02882411
RP11-78O7.2,0.028823972
MROH8,0.028822005
RP11-414H17.5,0.028820958
ARHGEF7-AS2,0.028819973
LA16C-313D11.9,0.028818686
RP11-572M11.4,0.028818488
BX470102.3,0.028818179
RP11-225H22.7,0.028817544
MS4A13,0.028816933
LINC00563,0.028815204
RP11-284F21.8,0.02881511
RP11-923I11.6,0.028814504
RP1-124C6.1,0.028812071
LINC00621,0.028811961
RP11-553K8.2,0.028811201
RP11-161M6.3,0.02881061
PTOV1-AS1,0.028805286
AC139100.3,0.028804934
RP11-44N11.3,0.028801505
CTD-2008L17.2,0.028801415
RP11-572C21.1,0.02880069
TRPM2-AS,0.028800318
CACNA1C-AS2,0.028798953
CTB-179K24.3,0.028797582
AC093901.1,0.02879509
RP11-244F12.3,0.02879414
IGKV3-15,0.02879402
ANKRD30B,0.028790955
AC007386.2,0.028790703
RP6-201G10.2,0.028789926
RP11-15A1.2,0.028789386
PCDHA4,0.028785313
ZNRF3-AS1,0.028782327
LINCR-0001,0.02878179
RP11-1100L3.8,0.02877979
RP1-166H4.2,0.028778488
ZPLD1,0.028777257
RP11-128P17.2,0.028776463
RP11-862L9.3,0.028774034
LL21NC02-1C16.2,0.028773088
CTD-2201E18.5,0.028772261
RP4-816N1.6,0.028771823
AC105339.1,0.028770054
RP11-277P12.20,0.028769914
RP11-356O9.1,0.028766418
AC091729.7,0.028765913
SNAP25-AS1,0.028763447
RP11-315I20.3,0.028763343
RP11-381K20.2,0.028762853
RP11-550A5.2,0.028762612
RP11-350N15.3,0.028761405
RP11-44B19.1,0.028760258
RP11-440I14.3,0.028758675
NDST4,0.028758049
GHRLOS,0.02875724
CTC-250I14.6,0.028756654
RP11-485G7.5,0.02875576
PHKA2-AS1,0.028753985
RP3-508I15.10,0.02875193
DUSP27,0.028751653
GLIS3-AS1,0.028751489
RP11-540O11.1,0.028751384
RP11-360F5.3,0.028750533
TEX26,0.028749371
RP11-10A14.3,0.02874809
RP11-77I22.2,0.028747926
AC010761.10,0.028746929
LINC01352,0.028746676
ZNF98,0.028746659
RP11-506F3.1,0.028745815
RP13-726E6.2,0.028744424
AC000403.4,0.028744157
LINC00216,0.028743953
TGM7,0.028741643
MIR3180-1,0.028741414
FBXO47,0.028741023
RP4-539M6.22,0.028740924
RP11-44F14.2,0.028740058
H2AFB3,0.028738186
CTD-2240J17.1,0.028738115
RP11-355N15.1,0.028738115
RP13-753N3.3,0.028737202
AC144450.2,0.028736228
RP11-778D9.12,0.028733024
ZFP69B,0.028730636
RP11-63A11.1,0.028728198
ZNF367,0.028725917
CTD-2532K18.2,0.028725067
CCDC110,0.028719723
RP11-1084E5.1,0.028719356
RP11-284F21.9,0.028717453
RP5-1186N24.3,0.028716275
CTC-459F4.1,0.028715212
RP11-280G9.1,0.028715093
AC005253.2,0.028714096
LINC00298,0.028712502
LINC01389,0.028705662
KRT23,0.028699124
ZCCHC5,0.02869841
RNF112,0.028696477
HIST1H3H,0.02869616
RP11-127B16.1,0.028695285
RP11-779O18.1,0.028694356
AC006460.2,0.028693676
CTC-281F24.1,0.028693482
CTD-2033A16.1,0.028692096
AP000476.1,0.028686475
LINC01013,0.028684352
RP4-607I7.1,0.02868424
RP5-903G2.2,0.02868383
RP11-521O16.1,0.028680343
RP11-33O4.1,0.028675461
LA16C-329F2.1,0.028674249
RP11-696F12.1,0.028673956
HIST1H2BL,0.02867344
RP11-712L6.5,0.028673325
HIST1H3E,0.028672561
RP11-45A17.4,0.028672257
ZNF132,0.028672015
RP11-217B1.2,0.028670903
RP11-287D1.3,0.028668042
TTC34,0.028665474
LGALS8-AS1,0.028665075
IQUB,0.02866506
RP11-286O18.1,0.028665
C1ORF143,0.028664276
TRBV23-1,0.0286641
TUSC8,0.02866373
RP11-474P2.6,0.028663704
BEST4,0.028662076
CTD-3037G24.4,0.028661516
DBX2,0.028660197
RP1-136B1.1,0.028660018
CTD-2129N1.1,0.0286596
C1QL4,0.028658321
AP001059.6,0.028658008
AC007879.5,0.028657835
TTLL10-AS1,0.028657312
TRAPPC12-AS1,0.028657228
RP5-902P8.12,0.028654754
MED4-AS1,0.028654728
RP11-320P7.2,0.028654462
RP5-997D24.3,0.028650444
IGLV5-52,0.028647542
KRT33B,0.02864587
RP11-44F14.8,0.028645363
RP11-353N14.5,0.028645337
SLC25A27,0.028644633
RP11-371F15.3,0.028644383
CTD-2544H17.1,0.02864438
RP11-288L9.1,0.028643768
LA16C-OS12.2,0.028643254
KDM4A-AS1,0.028642278
SEPT4-AS1,0.028642144
CTC-510F12.7,0.02864204
RP11-70P17.1,0.028641472
RP11-718G2.5,0.02864021
LINC01351,0.028638959
RP11-398J10.2,0.028636714
ANKRD34B,0.028635915
RP11-150D20.5,0.02863354
AP000251.3,0.028631065
ETV3L,0.028630804
LINC00462,0.028630625
RP5-991G20.6,0.028629983
LINC01598,0.028629165
RP11-2H8.2,0.02862851
RP11-864J10.4,0.028627822
FAM169A,0.0286267
EZR-AS1,0.02862547
RP11-78I14.1,0.028625157
RP11-415F23.2,0.028623566
HOXC12,0.028622428
RP11-961A15.3,0.02862094
RNF224,0.028620636
RP11-297C4.1,0.028617257
RP11-1151B14.4,0.028616115
PCDHGB7,0.028614644
RP11-61O1.2,0.028614208
AC007906.1,0.028610762
RP1-167G20.1,0.028610598
RP11-13P5.1,0.028609997
IGKV2D-24,0.028609818
CTD-2140B24.6,0.028607886
LINC00582,0.02860735
RP4-613B23.1,0.0286071
AC004490.1,0.028607082
DLGAP4-AS1,0.028606579
CTB-186G2.1,0.028605532
C21ORF62-AS1,0.02860422
RP11-415J8.7,0.02860322
RP11-768G7.2,0.028598001
CBY3,0.02859718
RP11-571I18.5,0.028596977
RFX4,0.028595638
THAP9,0.02859531
RP11-74E22.5,0.028594982
RP11-352D13.5,0.028593812
RP11-93G5.1,0.028593287
RP13-554M15.8,0.028591583
RP11-34D15.2,0.02858749
RP5-1050E16.2,0.028587002
CTA-992D9.11,0.028583262
FUT8-AS1,0.028582787
RP11-403N16.3,0.028582659
PEX5L-AS1,0.028582478
DDX11-AS1,0.028581645
RP11-126O1.4,0.028580094
CTD-3020H12.4,0.02857995
AC068831.10,0.028579753
CCDC60,0.028578907
CTA-445C9.14,0.028578281
RP11-705O1.8,0.02857702
AC113404.1,0.028576832
LINC01206,0.028574333
RP3-428L16.1,0.028574193
ZNF730,0.028573921
CTD-2571L23.8,0.028572112
TMEM200C,0.028570468
CXORF65,0.028565437
ZBTB9,0.028564284
CTA-126B4.7,0.028563578
AC109333.10,0.02856205
RP11-236B18.5,0.028556865
KB-1107E3.1,0.02855519
TBC1D29,0.028554667
LY86-AS1,0.028553773
AC091878.1,0.028553462
CTD-2377D24.6,0.028552797
AC093382.1,0.028552592
RP11-22A3.1,0.028552238
RP11-329J18.3,0.028550867
PPP1R36,0.028550375
RP11-524N5.1,0.028549638
RP11-672A2.6,0.02854554
RP5-1011O1.3,0.028544247
RP11-766N7.3,0.028542418
AC009120.5,0.028541764
CTD-3194G12.2,0.02854152
RP11-259K5.1,0.0285407
RP11-253A20.1,0.02854065
RP11-34P13.7,0.028540175
AC004237.1,0.028539654
RP11-589C21.5,0.028537264
IGLV2-23,0.028536271
CTC-524C5.5,0.028535476
RP3-496C20.1,0.028535267
RP11-673E1.1,0.028534707
AC084082.3,0.028533023
AC106801.1,0.028531644
IGLVI-70,0.02852892
RHOXF1-AS1,0.028528774
RP13-216E22.4,0.028525865
AC005264.2,0.028524542
ATE1-AS1,0.028524464
RP11-85G21.3,0.028520381
TPPP2,0.028517663
RP4-622L5.7,0.028515449
RP11-408O19.5,0.028514525
RP11-348N5.9,0.028513182
RP11-998D10.4,0.028508956
RP11-297C4.3,0.028503373
RP11-561O23.5,0.028502563
RP11-35J1.2,0.028501919
BCDIN3D-AS1,0.028500516
RP4-668J24.2,0.028500248
LL0XNC01-116E7.2,0.028499853
PBOV1,0.028499058
AF121898.3,0.028496673
RP11-384C4.7,0.028494697
LINC00566,0.028493186
RP11-77K12.4,0.02849107
AC087294.2,0.028490907
RP11-526I2.5,0.028490106
AC008088.4,0.028489444
RP4-735C1.4,0.028489282
PKI55,0.028489018
CTB-35F21.5,0.028488014
CTD-2376I4.2,0.02848502
MIR3681HG,0.028484961
RP11-762I7.5,0.028484786
AC006273.5,0.028483104
ZNF564,0.02848072
TMPPE,0.028480668
AC110781.3,0.028477546
FP325317.1,0.028475154
RP11-461L13.5,0.028473597
RP11-359E3.4,0.028472964
RP11-43A14.2,0.028471336
AC074011.2,0.028471291
HM13-AS1,0.028466135
RP5-1113E3.3,0.028464952
CTD-2072I24.1,0.028463949
RP11-61O1.1,0.02846387
ADAM29,0.028462637
RP11-443C10.1,0.028461913
MIR193BHG,0.02846014
HIST1H3J,0.02846013
KRTAP2-3,0.028457398
IGSF11,0.028457131
RP11-73M7.6,0.028456658
C21ORF91-OT1,0.02845627
XIAP-AS1,0.028454686
RP11-360I2.1,0.0284541
AC103563.8,0.028453708
CPA5,0.02845034
SUSD5,0.028444935
CTD-2026D20.2,0.0284441
RP11-478K15.6,0.028441694
RP11-79N23.1,0.028440872
RP11-375I20.6,0.02843982
PLPPR3,0.02843811
RP11-247L20.4,0.028437296
LINC01552,0.028436769
AC092415.1,0.028435994
TRAV38-2DV8,0.028435659
RP11-53B5.1,0.028434569
EWSAT1,0.028434169
RP5-1057J7.7,0.028433338
GTSF1L,0.02843306
RP11-240G22.5,0.028430384
LINC01285,0.028429583
RP11-48G14.3,0.028428072
MIR194-2HG,0.028425425
AC099850.1,0.028422212
LA16C-385E7.1,0.028421473
RP11-114O18.1,0.028419483
RP11-57A1.1,0.028419122
RP1-167A14.2,0.028416684
RP11-497E19.1,0.028416425
IGHV1-18,0.028415773
CYP51A1-AS1,0.028415281
PCDHB8,0.028415162
RP11-527L4.2,0.02841479
C19ORF18,0.028412264
LINC01435,0.028412104
ANKRD24,0.028410945
RP11-20G13.5,0.028408175
RP11-150O12.3,0.028404202
ADAD2,0.028402418
RP11-17G12.3,0.028400743
C1ORF101,0.028399665
RP11-362J17.1,0.028398132
PRR22,0.028396424
SRGAP3-AS2,0.028394807
AC079790.2,0.028394366
PTPRQ,0.028393948
LINC01423,0.028393473
LINC01471,0.028391737
LINC01611,0.028391218
RP11-447M12.2,0.028391
RP11-57C13.6,0.028390873
ANKFN1,0.028390268
RP11-110I1.12,0.02838831
EPHA5-AS1,0.028386045
RP11-469A15.2,0.02838254
NKX2-1-AS1,0.028381879
RP11-285F16.1,0.028379356
ANKRD30BL,0.028378267
SMIM10L2B,0.028378006
RP11-258F1.1,0.028377378
RP11-253M7.1,0.028376866
INMT-FAM188B,0.028376665
CTD-2031P19.5,0.028375631
CASC20,0.02837118
AC141928.1,0.02837118
CTD-2587M2.1,0.02836687
RP11-108P20.3,0.028366636
GDF5OS,0.028363982
LINC00092,0.028362548
WI2-85898F10.1,0.028362324
RP3-508I15.22,0.028358594
RP11-507B12.2,0.028354902
RP11-474B16.1,0.02835449
CTD-2105E13.6,0.028354084
TRAV14DV4,0.028353905
ANKRD53,0.02834931
FER1L6-AS2,0.028346488
RP11-340I6.8,0.028345356
HUNK,0.028341776
CRTC3-AS1,0.02833927
RP11-610P16.1,0.028339034
TFAP2A-AS1,0.028338915
RP11-298D21.1,0.028337318
LINC01564,0.028335165
ARRDC3-AS1,0.02833209
HEXA-AS1,0.028331686
RP11-440D17.4,0.02833051
LCMT1-AS1,0.028329188
RP11-195M16.3,0.028328657
RP11-1191J2.5,0.02832813
CTC-542B22.2,0.028326329
RP11-289H16.1,0.028322523
CTD-2192J16.20,0.028319964
RP11-378J18.9,0.028319467
RP11-347I19.7,0.028318012
ARHGEF33,0.028317591
STX18-AS1,0.028317232
LINC00659,0.028316602
AP000295.10,0.02831617
RP11-98D18.15,0.028315205
KB-1125A3.11,0.028314918
LINC01194,0.028312478
RP11-415F23.3,0.028312182
RP11-451B8.1,0.028310603
SERPINA11,0.028307427
MROH2A,0.028304309
CCDC83,0.028303307
AC002398.12,0.02830236
LEXM,0.028301109
MS4A18,0.028300416
FALEC,0.028299268
ERVH48-1,0.028298562
RP11-218C14.8,0.028297743
RP11-384K6.8,0.028297624
RP11-384F7.2,0.028297242
CTD-2006K23.2,0.02829651
RP11-550P17.5,0.028293326
RP11-727F15.11,0.028291356
SEC14L3,0.028288906
AC008074.1,0.028288892
RP5-940F7.2,0.028287645
REM2,0.028284267
RP11-382A20.7,0.028283786
RP11-298I3.1,0.028281823
RAD21-AS1,0.028281644
HIST1H3F,0.02828016
AC013275.2,0.02827954
RP11-542K23.7,0.028278794
WASIR1,0.028278748
AP000318.2,0.028277997
AC084149.1,0.02827253
RP1-140A9.1,0.028272232
RP11-399E6.4,0.02826859
Z83844.1,0.028267965
RP5-956O18.3,0.028267894
C2ORF50,0.0282672
RP4-806M20.4,0.028267035
KB-1562D12.1,0.028263506
LINGO3,0.02826349
RP11-174O3.6,0.028263008
TRAV3,0.028260946
RP4-647C14.3,0.028259803
AC007163.3,0.028258968
CTD-3214H19.4,0.02825882
CTD-2308L22.1,0.02825817
RP11-180M15.6,0.028253263
AC142293.3,0.028252691
RP1-93H18.1,0.028252658
CWH43,0.028251309
AC073333.8,0.028250676
CTA-212A2.2,0.02825006
RP11-389G6.5,0.028248912
FAM9C,0.02824885
RP11-188D8.1,0.02824839
RP4-561L24.3,0.028246928
C12ORF54,0.028246328
RP11-15H20.7,0.028245568
RP11-227G15.8,0.02824533
CTD-2562J17.4,0.02824522
RP1-45I4.3,0.028244738
CTB-11I22.1,0.028243814
RP11-49I4.3,0.028243417
RP11-796E10.1,0.028237173
C19ORF35,0.028237019
RP11-195L15.2,0.02823526
RP11-34C15.2,0.028235128
MCF2L-AS1,0.028235054
AC073257.2,0.02823397
LINC00517,0.028233042
RP11-10N16.2,0.028232764
RP11-111F5.3,0.028230568
LL0XNC01-237H1.2,0.028230328
C16ORF96,0.028230142
AC002480.4,0.028230142
PAGE2,0.028229332
LINC00598,0.02822822
LINC01021,0.02822631
RP11-390F4.10,0.028223958
RP11-474D1.2,0.028222859
AC091633.3,0.028221998
RP11-435O5.6,0.028218478
CTC-344H19.4,0.028218245
RP11-178L8.7,0.028217394
RP11-495P10.1,0.028214723
MUM1L1,0.028214237
KB-1410C5.5,0.02821342
RASAL2-AS1,0.028212886
PALM2-AKAP2,0.028211001
RP11-33A14.1,0.02821042
C1QTNF1-AS1,0.028209126
RP11-84G21.1,0.02820627
RP11-54A9.1,0.02820616
RP11-523H24.3,0.028205585
RP11-737O24.1,0.0282017
LA16C-359F1.1,0.02820169
ECEL1,0.028199771
CTD-2547H18.1,0.028198779
AC010547.9,0.028196847
LINC01356,0.028196666
RP11-561O23.8,0.028195355
RP11-54O7.18,0.028194988
ABCA9-AS1,0.028194975
MFSD14C,0.028193826
RP11-315O6.1,0.0281932
RP11-11N5.3,0.028192708
RP11-700H6.2,0.028191498
RP11-69L16.4,0.028189728
KRT39,0.02818815
CTC-378H22.2,0.028187368
LINC01489,0.02818515
TRBV6-1,0.028182128
PCAT18,0.028181817
RP11-111F5.4,0.028177738
PPP4R1-AS1,0.028176874
CTB-47B11.3,0.028176304
RP3-414A15.10,0.028175954
RP1-23E21.2,0.028174361
RP11-806L2.2,0.02817136
PGM5P2,0.028171003
ABCC11,0.028169502
CTD-2049O4.1,0.028167766
RP11-574K11.31,0.028167639
CTD-2162K18.4,0.028167402
RP11-326N17.2,0.028167004
CTC-490G23.2,0.028166572
AC007319.1,0.02816481
NEXN-AS1,0.028164249
AC006042.6,0.028159838
CTB-12A17.3,0.028159812
LINC00997,0.028159022
RP11-542C16.2,0.028157692
RP11-603J24.4,0.02815755
RP11-45M22.5,0.028156448
LINC01068,0.028154159
RP4-657D16.6,0.028152173
CTD-2192J16.26,0.028148884
RP11-839G9.1,0.028148398
STKLD1,0.028145637
RP11-517B11.4,0.028142845
RP11-467J12.4,0.02814281
RP11-385M4.1,0.028141085
RP11-129I19.2,0.028140854
MARCH4,0.028139329
RP11-85B7.2,0.028138211
CTA-212A2.4,0.028138116
LINC01281,0.02813684
RP3-473B4.3,0.028134441
RP11-739B23.1,0.028134217
RP11-379K22.3,0.028133258
AP000487.6,0.028132861
AC010894.3,0.028132364
RP11-346C20.3,0.028130239
RP11-9G1.3,0.02813
RP3-465N24.6,0.028128972
MIR100HG,0.028128942
SLC35F1,0.028128132
LL09NC01-139C3.1,0.028125409
LINC00111,0.028120954
RP11-239E10.3,0.02811869
HIST1H4B,0.02811734
GS1-57L11.1,0.028117249
RP11-20I20.2,0.02811582
RP11-1079K10.4,0.02811487
STK24-AS1,0.028113937
CTD-3116E22.8,0.028113317
C11ORF87,0.028109778
RP11-932O9.10,0.028109405
AMIGO3,0.028107902
AP000593.7,0.02810784
RTEL1-TNFRSF6B,0.02810671
RP11-417L19.4,0.028105646
CTB-174D11.1,0.028104663
C7ORF69,0.028104272
RP1-40E16.9,0.02810421
B.1,0.028102765
CTC-339O9.1,0.02810269
CTD-2118P12.1,0.028102677
AC012368.1,0.028099641
RP11-344F13.1,0.028099548
AC004019.13,0.02809951
RP11-798M19.3,0.02809811
LL0XNC01-7P3.1,0.028097082
AF186192.6,0.028096965
CH17-140K24.2,0.028091615
AC129492.1,0.028090041
RP11-96H19.1,0.028088829
RP1-117B12.4,0.028084535
HIST1H4D,0.02808331
RP11-264B17.5,0.0280831
RP11-218E20.3,0.028082024
CTD-2536I1.3,0.028081581
CTD-2026K11.3,0.028080482
SAMD7,0.028078306
LINC01623,0.028077891
RP1-100J12.1,0.028075468
TRAV13-1,0.028075213
RP11-598F7.6,0.02807414
HIST1H2BE,0.02807214
AC011513.4,0.028071176
HRASLS5,0.028068608
CCDC89,0.028065842
RP11-65D17.1,0.028065484
CSN1S1,0.028060257
HPCAL4,0.028058182
RP1-179N16.6,0.028058032
RP11-696N14.1,0.028057763
HCFC1-AS1,0.028057437
RP11-84C10.4,0.028056715
RP11-353N14.1,0.028055036
RP11-188P20.3,0.028054979
KRTAP3-2,0.02805375
RP11-848P1.3,0.028052682
RP11-171I2.1,0.028050423
LINC00240,0.02804859
C16ORF71,0.028045505
TRAV8-1,0.028045079
RP11-130F10.1,0.02804383
AC006126.3,0.028043553
RP11-321A17.6,0.02804342
LINC01331,0.028043192
RP11-415D17.4,0.02803572
IGLV3-19,0.028035467
RP11-348J12.2,0.028035209
TRBV4-2,0.02803498
AC005614.3,0.028031703
TRAV8-6,0.028029244
NPPA-AS1,0.028024316
CTC-246B18.10,0.028022608
BEAN1-AS1,0.02802075
RP11-268G12.1,0.028017625
RP11-44N12.5,0.028015012
RP11-203M5.7,0.028014496
BLACE,0.02801255
IGKV1-17,0.028011566
LEKR1,0.028011546
CRAT37,0.028009677
GS1-114I9.1,0.028006917
POC1B-GALNT4,0.028006846
RP11-62H20.1,0.02800684
RP11-932O9.9,0.0280058
RP11-243J16.7,0.028005552
RP11-857B24.1,0.028002953
RP11-417L19.2,0.028002739
AC016722.3,0.028002325
RP11-394I13.2,0.02800195
AC099342.1,0.0280012
RP11-359P5.1,0.028000433
LINC01187,0.028000062
CCER2,0.027999079
RP11-231N3.1,0.02799831
RP11-247A12.2,0.027997458
LINC00604,0.027997214
RP11-157J24.2,0.027996382
RP11-415C15.3,0.027994514
AC024704.2,0.0279944
SMIM11A,0.027993819
RP11-1149M10.1,0.027993197
RP11-252C15.1,0.027992835
LINC01567,0.027991926
RP11-152P17.3,0.027990213
AC018737.3,0.02798962
RP11-554D15.3,0.027987013
RAD51AP2,0.027986985
AC002480.3,0.027985593
RP11-402J6.1,0.027985584
CTD-2342N23.3,0.02798523
RP11-837J7.4,0.027984027
IGHV3-53,0.027983878
RP11-1L9.1,0.02798285
ALS2CR11,0.027980197
RP11-184I16.4,0.027979678
TRAV35,0.027979368
RP11-439A17.10,0.02797784
AC139099.4,0.027977103
RP11-967K21.1,0.02797676
U66059.58,0.027975496
RP11-126L15.4,0.027973931
ANKRD18A,0.027972886
PRSS55,0.02797249
RP5-907D15.4,0.027971745
TBC1D3C,0.027971517
TMEM72,0.02797027
TMPRSS7,0.027969861
AC022007.5,0.027969468
RP11-175P13.2,0.027969316
HIST1H2AM,0.02796843
AC129492.6,0.027967537
RP13-297E16.5,0.02796739
AC010976.2,0.027965102
RP11-218C14.5,0.027964186
RP11-59N23.1,0.027964126
RP11-146N23.4,0.027964061
LCN12,0.027963052
CCDC67,0.02796016
RUSC1-AS1,0.027958954
RP11-253I19.3,0.027956888
RP11-1379J22.5,0.02795611
PHACTR2-AS1,0.027954284
RP11-160N1.10,0.02795345
DPP9-AS1,0.027951881
AP000304.12,0.027951647
HIST1H2AK,0.0279505
RP11-235E17.2,0.027950048
RP11-149I23.3,0.027949706
CTD-2535I10.1,0.027948786
RP11-7F18.2,0.027948698
AC007750.5,0.027946895
RFPL1S,0.027946094
U52111.14,0.027945196
LLNLR-307A6.1,0.0279441
RP11-884K10.7,0.027942222
CTB-92J24.3,0.027941609
RP4-564F22.7,0.027941156
RP11-92C4.6,0.027939681
CTD-3035D6.2,0.027937938
UNQ6494,0.027937066
CTD-2184D3.7,0.02793656
LINC01419,0.027935844
OCLM,0.027934274
ARAP1-AS1,0.027933827
LINC01119,0.02793305
RP3-461P17.10,0.027932774
ZNF280B,0.027928507
RP11-834C11.6,0.027928185
AC005307.3,0.027925694
RP11-758P17.3,0.027925685
LINC00645,0.027924936
RP11-82O19.1,0.027924627
RP11-390F4.6,0.027923414
AC006946.16,0.027918657
RP11-502I4.3,0.027917769
RP4-800J21.3,0.027917242
RP11-382D12.2,0.027915666
RFPL3S,0.02791557
RP4-680D5.9,0.027915427
RP11-353N4.6,0.0279154
RP11-225N10.1,0.02791455
RP11-618L22.1,0.027914245
AC093388.3,0.027913678
RP11-38M8.1,0.02791353
RP1-151B14.6,0.027913462
ANKRD66,0.027912503
RP11-397G17.1,0.027911965
RP5-1098D14.1,0.027911548
CH507-42P11.7,0.027910616
RP11-292E2.1,0.027908161
AC005363.11,0.027904872
AC108938.5,0.02790453
SAMD12-AS1,0.027903792
RP11-203E8.1,0.02790038
RP11-239E10.2,0.027898014
RP11-540O11.7,0.027897606
RP11-16N11.2,0.027897205
RP11-15J22.8,0.027896147
IGKV1-27,0.027895087
CTD-2026K11.2,0.027894026
LINC00562,0.02789331
CH17-118O6.3,0.027890453
RP11-63B13.1,0.027889956
SAPCD1-AS1,0.027889675
RP11-395E19.6,0.027888283
PVRL3-AS1,0.027887955
RP11-83C7.1,0.027886441
ZNF350-AS1,0.027885053
RP11-35O15.1,0.02788432
RP11-529E10.7,0.027880583
RP11-847H18.2,0.027880425
KIF25-AS1,0.027880382
CTD-2574D22.2,0.027879681
RP11-803B1.8,0.027878854
RP11-492E3.2,0.027877823
RP11-794M8.1,0.027873915
AC107081.5,0.027873818
RP11-27G14.4,0.027873386
LINC01607,0.02787302
NPIPB3,0.02787286
RP11-982M15.2,0.02787155
CTD-2026G6.3,0.027868563
ZC3H12B,0.027868172
CTB-102L5.4,0.027867656
C21ORF62,0.02786694
CTD-2054N24.2,0.027866226
CTB-39G8.2,0.027865265
CDIPT-AS1,0.027864903
TTC36,0.027864754
CTB-58E17.3,0.027864229
RP1-120G22.11,0.02786372
C3ORF67-AS1,0.027862426
RP11-246A10.1,0.027862046
RP11-707A18.1,0.027861154
RP11-260E18.1,0.027859097
RP11-106E15.1,0.027857497
RP5-1029F21.3,0.027857289
RP11-474I16.8,0.027856793
LINC01571,0.027855724
RP11-1094H24.4,0.027854357
HRAT17,0.027853945
RP11-80H18.3,0.027853075
RP11-402L1.4,0.027852956
RP11-303E16.7,0.027851839
RP11-131L23.2,0.027850306
RP11-47P18.1,0.027847776
AC004878.8,0.027844578
CH17-224D4.2,0.027843606
RP11-351M16.3,0.02784269
RP1-5O6.5,0.027842645
CTC-523E23.5,0.027842242
LINC00524,0.027841326
RP11-221N13.3,0.027839676
IGKV2-26,0.027839517
POU6F2-AS1,0.027838662
RP11-95I16.4,0.027838126
RP11-48G14.2,0.027837437
RP11-328K4.1,0.027835175
LINC00942,0.02783444
AP000487.4,0.027833361
RP11-593F23.1,0.02783228
RP11-269M20.3,0.027831847
MIR548XHG,0.027831405
LINC01018,0.027829522
RP5-940J5.3,0.027829062
IGKV1D-8,0.0278277
RP11-956E11.1,0.0278277
CTB-191K22.5,0.02782644
CTD-2369P2.8,0.027823228
RP3-430A16.1,0.027820025
FRMD6-AS2,0.027819898
RP11-299L17.3,0.027818296
RP11-622C24.2,0.027816828
CTD-2283N19.1,0.027816648
RP11-184A2.3,0.027814547
RP1-317E23.3,0.027814379
FAM151A,0.027814314
PCDHB1,0.027813997
RP11-434D12.1,0.027813325
C2ORF48,0.027812177
SMIM18,0.027812129
RP11-553K8.5,0.027810698
RP13-39P12.3,0.027809555
AP002856.5,0.027807439
LINC00443,0.02780717
RP11-256I23.3,0.027806249
CTD-2547L16.1,0.027804906
RP11-375N15.2,0.027802428
CTD-2647E9.3,0.027802408
CTC-420A11.2,0.02780211
RP11-171I2.3,0.027800173
TTC39A-AS1,0.027799886
RP11-498C9.13,0.027797291
